timestamp_us,raw_mag,filtered,ax,ay,az
16257436,1.182,0.142,0.75,-0.837,-0.365
16267436,1.126,0.136,0.702,-0.792,-0.385
16277436,1.079,0.119,0.664,-0.765,-0.372
16287551,0.959,0.086,0.509,-0.736,-0.343
16297476,0.948,0.045,0.492,-0.743,-0.324
16307436,1.111,0.03,0.687,-0.848,-0.21
16317436,1.044,0.029,0.708,-0.756,-0.131
16327475,0.973,0.013,0.668,-0.7,-0.104
16337667,0.93,-0.013,0.654,-0.65,-0.123
16347475,0.937,-0.037,0.629,-0.669,-0.185
16357436,0.971,-0.051,0.629,-0.708,-0.211
16367436,0.986,-0.055,0.608,-0.755,-0.18
16377436,1.056,-0.049,0.644,-0.832,-0.098
16387436,1.11,-0.03,0.687,-0.871,-0.045
16397436,0.981,-0.023,0.532,-0.825,0.021
16407436,1.011,-0.029,0.675,-0.75,0.068
16417436,0.99,-0.032,0.687,-0.711,0.054
16428806,0.956,-0.04,0.75,-0.593,-0.013
16438000,1.016,-0.044,0.796,-0.625,-0.087
16447460,1.053,-0.035,0.8,-0.677,-0.101
16457436,1.076,-0.021,0.747,-0.772,-0.047
16467436,1.045,-0.011,0.633,-0.831,0.017
16477436,1.015,-0.01,0.56,-0.845,0.056
16488660,0.983,-0.017,0.479,-0.854,0.084
16497626,0.925,-0.031,0.5,-0.778,0.03
16507440,0.929,-0.049,0.573,-0.729,0.04
16517436,0.979,-0.055,0.719,-0.662,0.068
16527436,1.037,-0.048,0.759,-0.697,0.113
16538792,1.065,-0.033,0.742,-0.752,0.138
16547519,1.011,-0.023,0.631,-0.769,0.178
16557436,0.955,-0.028,0.568,-0.75,0.163
16567436,0.984,-0.034,0.511,-0.829,0.138
16577436,0.99,-0.035,0.442,-0.884,0.053
16587436,1.025,-0.031,0.517,-0.884,0.046
16597586,1.029,-0.023,0.631,-0.812,0.033
16607504,0.937,-0.027,0.668,-0.657,0.007
16617436,0.924,-0.041,0.66,-0.646,0.009
16627436,0.963,-0.049,0.637,-0.719,0.062
16638712,0.98,-0.049,0.588,-0.779,0.094
16647448,0.997,-0.044,0.572,-0.811,0.1
16657555,0.989,-0.039,0.555,-0.811,0.11
16667468,0.96,-0.039,0.562,-0.768,0.128
16677436,0.941,-0.044,0.556,-0.744,0.148
16687436,0.948,-0.049,0.56,-0.758,0.099
16697436,0.999,-0.046,0.551,-0.83,0.065
16707555,1.032,-0.034,0.585,-0.846,0.08
16717468,0.927,-0.032,0.49,-0.783,0.078
16727436,0.881,-0.048,0.465,-0.748,0.04
16737491,0.923,-0.06,0.515,-0.765,0.034
16747908,0.991,-0.056,0.617,-0.774,0.043
16757833,1.043,-0.04,0.69,-0.775,0.102
16767475,1.054,-0.019,0.698,-0.771,0.175
16777436,0.997,-0.009,0.544,-0.814,0.188
16787436,1.011,-0.005,0.465,-0.887,0.138
16797436,0.98,-0.004,0.43,-0.878,0.059
16807436,0.908,-0.015,0.465,-0.777,-0.054
16817436,0.91,-0.031,0.553,-0.718,-0.08
16827436,0.868,-0.048,0.553,-0.664,-0.083
16838773,0.886,-0.063,0.458,-0.74,-0.163
16847683,0.995,-0.06,0.376,-0.915,-0.114
16857598,1.043,-0.04,0.379,-0.97,-0.042
16867456,1.02,-0.021,0.442,-0.917,0.073
16877436,0.907,-0.022,0.42,-0.799,0.081
16887436,0.885,-0.037,0.41,-0.784,0.038
16897436,0.891,-0.05,0.428,-0.781,0.008
16907690,0.922,-0.056,0.439,-0.811,-0.002
16917456,0.928,-0.056,0.424,-0.825,0.011
16927436,0.918,-0.056,0.319,-0.859,-0.041
16937436,0.912,-0.057,0.211,-0.882,-0.097
16947623,0.922,-0.057,0.208,-0.896,-0.069
16957906,0.834,-0.066,0.199,-0.809,-0.048
16967463,0.779,-0.088,0.221,-0.746,-0.043
16977436,0.811,-0.107,0.229,-0.778,-0.006
16987436,0.854,-0.112,0.251,-0.815,0.042
16997598,0.866,-0.109,0.187,-0.845,0.028
17007436,0.888,-0.102,0.199,-0.865,0.029
17017436,0.909,-0.092,0.212,-0.881,0.062
17027436,0.86,-0.085,0.17,-0.843,0.032
17037764,0.873,-0.084,0.205,-0.847,0.043
17049884,0.902,-0.078,0.301,-0.845,0.093
17057499,0.817,-0.078,0.228,-0.781,0.079
17067436,0.788,-0.091,0.17,-0.764,0.091
17077436,0.773,-0.105,0.07,-0.769,0.036
17087436,0.805,-0.113,0.04,-0.804,0.017
17097436,0.805,-0.115,0.01,-0.805,-0.021
17107531,0.838,-0.112,-0.019,-0.833,-0.089
17117484,0.873,-0.101,0.028,-0.87,-0.075
17127436,0.867,-0.088,0.06,-0.86,-0.09
17137436,0.802,-0.086,0.07,-0.787,-0.138
17147475,0.765,-0.095,0.005,-0.747,-0.166
17157667,0.759,-0.105,-0.016,-0.743,-0.153
17167463,0.776,-0.112,-0.011,-0.77,-0.096
17177440,0.795,-0.112,-0.098,-0.773,-0.157
17187436,0.838,-0.104,-0.112,-0.816,-0.153
17197436,0.874,-0.089,-0.082,-0.856,-0.153
17207436,0.82,-0.078,-0.081,-0.81,-0.106
17217436,0.759,-0.081,-0.071,-0.752,-0.066
17227436,0.731,-0.094,-0.174,-0.705,-0.083
17237436,0.823,-0.095,-0.194,-0.792,-0.116
17248934,0.853,-0.082,-0.182,-0.829,-0.082
17257717,0.772,-0.077,-0.18,-0.735,-0.15
17267460,0.827,-0.075,-0.154,-0.791,-0.184
17277436,0.886,-0.061,-0.14,-0.85,-0.208
17287436,0.894,-0.041,-0.205,-0.847,-0.199
17297436,0.829,-0.032,-0.242,-0.776,-0.166
17308616,0.789,-0.037,-0.276,-0.725,-0.143
17317471,0.776,-0.046,-0.345,-0.689,-0.093
17327440,0.793,-0.052,-0.379,-0.692,-0.076
17337436,0.806,-0.053,-0.454,-0.655,-0.118
17347436,0.881,-0.044,-0.465,-0.728,-0.173
17358633,0.954,-0.02,-0.451,-0.815,-0.205
17367496,0.969,0.009,-0.455,-0.823,-0.235
17377436,1.025,0.039,-0.441,-0.896,-0.231
17387436,0.98,0.064,-0.508,-0.817,-0.189
17397436,0.938,0.073,-0.611,-0.687,-0.186
