timestamp_us,raw_mag,filtered,ax,ay,az
13357433,2.162,-0.31,-0.958,1.666,-0.991
13367624,1.994,-0.497,-0.969,1.415,-1.019
13377612,2.601,-0.588,-1.344,1.652,-1.494
13387433,2.914,-0.551,-1.378,1.944,-1.677
13397433,3.939,-0.368,-2.376,2.856,-1.309
13407433,3.16,-0.196,-0.61,2.89,-1.124
13417437,2.57,-0.214,0.083,2.448,-0.776
13427433,1.7,-0.39,1.07,1.217,-0.514
13437594,2.157,-0.57,2.085,-0.029,-0.554
13447433,2.274,-0.641,2.127,-0.681,-0.426
13457433,2.022,-0.706,1.626,-1.163,-0.298
13469154,1.829,-0.8,0.792,-1.481,-0.725
13477668,1.869,-0.885,1.107,-1.287,-0.781
13487434,1.776,-0.949,1.493,-0.926,-0.262
13497433,1.613,-1.02,1.48,-0.628,-0.135
13507430,1.6,-1.087,1.562,-0.339,0.051
13517473,2.307,-1.052,2.036,0.465,0.98
13527532,3.46,-0.808,2.973,1.6,0.761
13537516,3.282,-0.503,2.045,2.494,0.607
13547433,4.136,-0.187,1.799,3.636,-0.804
13557433,4.714,0.22,0.454,4.308,-1.859
13567919,4.781,0.607,-0.119,4.415,-1.83
13577711,4.02,0.824,-0.793,3.907,-0.517
13587457,3.563,0.85,-1.438,3.108,0.98
13597433,3.401,0.793,-1.718,2.691,1.173
13607433,3.284,0.712,-2.118,2.301,1.005
13617433,3.729,0.68,-2.753,2.485,0.384
13627830,3.762,0.703,-2.745,2.571,-0.042
13637453,4.387,0.79,-2.736,3.277,-1.012
13647433,5.075,0.998,-2.345,3.573,-2.736
13657433,4.199,1.13,0.369,3.017,-2.898
13667433,3.697,1.069,-1.811,2.174,-2.379
13678690,4.037,0.996,-3.609,0.454,-1.751
13687813,3.771,0.939,-3.545,-0.786,-1.017
13697433,3.183,0.791,-2.839,-0.823,-1.181
13707433,2.369,0.514,-1.88,-0.027,-1.441
13717433,2.444,0.211,-1.239,0.431,-2.062
13727485,3.055,0.052,-2.083,-0.221,-2.223
13737437,3.181,0.01,-2.333,-0.463,-2.112
13747433,2.786,-0.052,-2.197,-0.25,-1.695
13757433,2.379,-0.19,-1.679,0.292,-1.66
13767437,2.345,-0.345,-1.589,0.293,-1.7
13778863,2.848,-0.41,-2.023,0.111,-2.0
13787529,2.991,-0.384,-2.277,0.318,-1.913
13797433,2.994,-0.345,-2.324,0.592,-1.793
13807433,2.987,-0.312,-2.074,1.135,-1.826
13817433,3.043,-0.279,-1.45,1.7,-2.065
13827433,3.377,-0.207,-1.3,1.983,-2.404
13837540,3.541,-0.094,-1.033,2.355,-2.435
13847489,3.66,0.026,-1.228,2.485,-2.389
13857433,3.568,0.122,-1.278,2.481,-2.223
13867433,3.406,0.167,-1.203,2.482,-1.999
13879776,3.616,0.206,-1.177,2.902,-1.808
13887587,3.602,0.257,-1.126,2.944,-1.743
13897453,3.536,0.285,-0.958,2.71,-2.059
13907433,2.954,0.232,-0.566,2.389,-1.642
13917433,2.506,0.074,-0.07,2.182,-1.23
13927433,1.889,-0.169,0.951,1.54,-0.542
13937687,1.69,-0.448,1.64,0.41,-0.024
13947457,2.045,-0.643,1.953,-0.319,0.516
13957433,3.132,-0.627,2.486,-1.503,1.169
13967433,1.912,-0.625,0.889,-1.079,1.305
13977477,1.265,-0.828,0.271,-0.686,1.028
13987676,1.39,-1.038,0.887,-0.367,1.005
13997457,1.752,-1.137,1.407,-0.518,0.906
14007433,1.576,-1.184,1.448,-0.387,0.487
14017433,1.424,-1.248,1.361,0.236,-0.347
14027433,2.192,-1.219,1.681,1.116,-0.857
14037925,2.696,-1.044,1.935,1.6,-0.982
14047464,2.856,-0.826,1.396,2.491,-0.08
14057433,3.831,-0.522,0.6,3.747,0.523
14067433,4.344,-0.116,0.126,4.314,0.498
14077433,3.699,0.185,-0.692,3.621,0.305
14088482,2.288,0.187,-0.854,2.1,0.307
14097493,1.789,-0.028,-0.837,1.562,0.25
14107433,1.012,-0.337,-0.598,0.814,-0.053
14117433,1.093,-0.652,-0.469,0.761,-0.628
14127869,1.305,-0.859,-0.313,0.893,-0.899
14137529,1.907,-0.921,-0.622,1.788,-0.235
14147433,3.419,-0.724,-1.429,3.099,-0.214
14157561,5.415,-0.173,-3.564,3.635,-1.846
14167469,5.558,0.496,-3.378,3.348,-2.876
14177433,5.737,1.047,-3.142,0.187,-4.796
14187954,6.507,1.573,-3.72,0.161,-5.337
14197441,5.656,1.959,-4.222,0.432,-3.74
14208124,4.133,1.977,-3.209,-0.929,-2.432
14217489,3.784,1.765,-3.345,-0.785,-1.587
14227433,3.976,1.569,-3.714,0.609,-1.283
14237433,2.921,1.308,-2.074,-0.176,-2.05
14247433,2.988,0.984,-1.407,-0.387,-2.607
14257433,3.754,0.818,-2.005,0.054,-3.173
14267433,4.137,0.812,-3.188,1.667,-2.042
14277433,4.422,0.876,-3.251,2.292,-1.932
14290101,3.606,0.859,-2.432,2.307,-1.33
14297581,3.299,0.713,-1.616,2.728,-0.913
14307434,3.174,0.546,-1.384,2.711,-0.899
14317433,2.936,0.371,-1.265,2.442,-1.029
14327433,3.455,0.264,-1.008,2.656,-1.967
14337433,3.669,0.261,-1.388,2.658,-2.115
14347528,3.812,0.297,-1.72,2.806,-1.923
14357493,3.509,0.304,-1.528,2.936,-1.167
14367433,3.277,0.248,-1.2,2.892,-0.965
14377433,3.208,0.168,-0.904,2.986,-0.747
14387513,2.818,0.053,-0.503,2.66,-0.784
14397795,2.566,-0.108,-0.061,2.461,-0.723
14407457,2.145,-0.308,0.422,1.796,-1.095
14417433,2.203,-0.501,1.921,0.912,-0.576
14427433,2.228,-0.637,2.205,0.322,0.021
14437568,3.197,-0.627,3.022,-0.982,0.352
14447548,3.311,-0.492,3.067,-1.225,0.237
14457468,2.891,-0.418,2.736,-0.907,0.219
14467433,1.416,-0.57,1.402,-0.167,-0.109
14477433,0.409,-0.962,0.247,0.283,-0.163
14488863,0.57,-1.353,-0.026,0.521,-0.229
14497994,1.126,-1.565,-0.439,0.974,-0.355
14507469,1.451,-1.618,0.001,1.355,-0.517
14517477,1.682,-1.585,0.253,1.602,-0.444
14527433,2.463,-1.432,0.775,2.335,-0.096
14537433,3.598,-1.088,1.067,3.435,0.089
14547433,3.681,-0.676,0.934,3.561,-0.043
14557579,2.81,-0.439,0.152,2.805,-0.052
14567437,2.435,-0.392,-0.329,2.412,0.027
14577433,2.209,-0.419,-1.046,1.946,0.0
14587437,2.161,-0.468,-1.313,1.707,-0.181
14598786,2.033,-0.521,-1.344,1.392,-0.624
14607493,2.089,-0.567,-1.475,1.354,-0.595
14617433,2.32,-0.566,-1.54,1.702,-0.345
14627433,3.347,-0.419,-2.35,2.303,-0.613
14637434,4.36,-0.074,-2.583,3.339,-1.088
14647433,3.819,0.248,-1.047,3.362,-1.478
14657852,5.483,0.621,-4.188,1.949,-2.952
14667449,5.297,1.072,-4.67,0.295,-2.483
14677433,3.907,1.236,-3.285,-0.63,-2.018
14687679,3.469,1.149,-2.516,0.815,-2.244
14698844,3.817,1.062,-2.546,1.015,-2.657
14707587,3.595,1.0,-2.74,0.094,-2.326
14717453,3.746,0.936,-3.125,0.066,-2.063
14727433,3.638,0.884,-3.19,0.439,-1.691
14737433,2.781,0.729,-2.468,0.392,-1.222
14747433,2.282,0.45,-1.981,0.229,-1.11
14757648,2.134,0.158,-1.67,0.118,-1.323
14767453,2.939,0.004,-2.049,0.348,-2.078
14777433,3.152,-0.002,-2.272,0.616,-2.096
14787433,3.697,0.079,-2.564,1.328,-2.309
14797484,4.006,0.237,-2.624,1.927,-2.334
14808733,3.583,0.344,-2.009,2.208,-1.981
14817493,3.613,0.381,-1.97,2.371,-1.884
14827433,3.473,0.394,-1.587,2.699,-1.502
14837433,3.286,0.365,-1.485,2.584,-1.383
14847433,3.089,0.296,-1.369,2.395,-1.389
14857433,2.998,0.208,-1.02,2.201,-1.762
14867433,3.48,0.182,-1.728,2.306,-1.952
14877433,3.432,0.209,-1.462,2.261,-2.127
14887433,2.671,0.137,-0.342,1.599,-2.112
14898853,2.235,-0.054,0.232,1.064,-1.952
14907893,2.1,-0.265,1.505,-0.124,-1.459
14917461,2.378,-0.411,1.971,-1.055,-0.81
14927433,2.488,-0.478,2.08,-1.222,-0.61
14937575,1.682,-0.603,1.542,-0.592,-0.317
14947433,0.961,-0.868,0.882,0.235,-0.298
14958553,0.858,-1.158,0.676,0.49,-0.199
14967473,0.92,-1.379,0.339,0.837,0.178
14977433,1.433,-1.474,0.623,1.29,0.039
14987433,1.745,-1.444,0.839,1.518,-0.2
14997433,2.461,-1.294,1.414,1.927,-0.586
15007785,2.565,-1.076,1.335,2.136,-0.484
15017465,2.468,-0.897,1.118,2.134,-0.534
15027433,2.193,-0.793,0.69,1.967,-0.681
15037760,2.007,-0.758,0.621,1.651,-0.957
